on_date,fii_purchase,fii_sales,fii_net,dii_purchase,dii_sales,dii_net,category
09-Aug-2018,"3,874.77","3,504.09",370.68,"3,938.97","4,024.36",-85.39,cash
08-Aug-2018,"3,973.77","3,405.14",568.63,"3,013.15","2,982.90",30.25,cash
07-Aug-2018,"3,668.23","3,353.40",314.83,"2,720.97","3,040.87",-319.9,cash
06-Aug-2018,"4,120.33","3,871.63",248.7,"3,312.86","3,094.22",218.64,cash
03-Aug-2018,"4,737.30","4,743.17",-5.87,"3,291.99","3,204.91",87.08,cash
02-Aug-2018,"4,264.91","4,904.78",-639.87,"2,617.19","2,957.49",-340.3,cash
01-Aug-2018,"4,514.00","4,609.94",-95.94,"3,603.37","4,165.70",-562.33,cash
31-Jul-2018,"5,748.95","5,176.74",572.21,"4,209.82","4,500.69",-290.87,cash
30-Jul-2018,"4,812.83","5,046.87",-234.04,"4,320.87","4,272.29",48.58,cash
27-Jul-2018,"4,872.96","4,134.91",738.05,"3,903.39","3,497.27",406.12,cash
26-Jul-2018,"9,455.99","7,002.42","2,453.57","4,570.61","7,286.65","-2,716.04",cash
25-Jul-2018,"4,087.48","5,283.23","-1,195.75","3,366.56","3,268.92",97.64,cash
24-Jul-2018,"5,098.19","4,993.85",104.34,"4,434.15","3,920.37",513.78,cash
23-Jul-2018,"4,410.52","4,151.15",259.37,"3,559.53","3,434.71",124.82,cash
20-Jul-2018,"4,654.79","4,344.52",310.27,"2,853.60","2,904.33",-50.73,cash
19-Jul-2018,"3,480.53","3,796.22",-315.69,"2,950.25","2,480.23",470.02,cash
18-Jul-2018,"4,642.55","4,546.87",95.68,"3,194.59","3,083.58",111.01,cash
17-Jul-2018,"4,113.54","4,787.53",-673.99,"3,410.59","2,570.53",840.06,cash
16-Jul-2018,"3,821.19","4,446.87",-625.68,"3,167.36","3,237.66",-70.3,cash
13-Jul-2018,"4,662.05","5,766.70","-1,104.65","4,010.90","3,138.90",872,cash
12-Jul-2018,"4,057.47","4,800.10",-742.63,"3,822.12","3,455.72",366.4,cash
11-Jul-2018,"4,962.89","4,326.62",636.27,"3,728.65","3,713.32",15.33,cash
10-Jul-2018,"5,302.76","5,323.49",-20.73,"3,496.61","3,202.65",293.96,cash
09-Jul-2018,"4,490.76","5,060.67",-569.91,"2,847.67","2,107.28",740.39,cash
06-Jul-2018,"4,074.74","5,042.92",-968.18,"4,003.43","2,522.61","1,480.82",cash
05-Jul-2018,"3,870.59","4,029.96",-159.37,"3,386.96","3,683.93",-296.97,cash
04-Jul-2018,"3,903.20","4,187.78",-284.58,"3,036.89","2,425.88",611.01,cash
03-Jul-2018,"2,959.67","4,002.98","-1,043.31","2,457.20","2,178.36",278.84,cash
29-Jun-2018,"6,538.99","6,696.14",-157.15,"4,718.78","2,455.95","2,262.83",cash
28-Jun-2018,"7,373.58","8,325.09",-951.51,"6,089.15","5,646.51",442.64,cash
27-Jun-2018,"5,646.56","5,579.12",67.44,"3,572.30","3,487.99",84.31,cash
26-Jun-2018,"4,820.60","5,359.00",-538.4,"3,487.96","3,249.91",238.05,cash
25-Jun-2018,"4,150.72","3,952.04",198.68,"2,867.35","2,953.57",-86.22,cash
22-Jun-2018,"5,105.25","6,448.69","-1,343.44","3,955.86","2,850.10","1,105.76",cash
21-Jun-2018,"6,385.35","5,258.60","1,126.75","3,398.80","2,735.23",663.57,cash
20-Jun-2018,"3,898.97","6,341.58","-2,442.61","3,487.82","2,014.17","1,473.65",cash
19-Jun-2018,"4,416.11","5,741.03","-1,324.92","3,327.68","2,674.00",653.68,cash
18-Jun-2018,"3,216.91","3,971.34",-754.43,"2,970.15","2,146.05",824.1,cash
15-Jun-2018,"9,785.23","11,309.97","-1,524.74","4,396.02","3,835.01",561.01,cash
14-Jun-2018,"4,320.09","5,692.93","-1,372.84","3,132.59","2,556.40",576.19,cash
13-Jun-2018,"4,765.75","4,836.52",-70.77,"4,093.19","3,606.41",486.78,cash
12-Jun-2018,"4,243.13","5,412.01","-1,168.88","4,286.05","2,958.60","1,327.45",cash
11-Jun-2018,"4,017.16","5,173.93","-1,156.77","4,192.89","3,130.07","1,062.82",cash
08-Jun-2018,"4,875.04","5,097.54",-222.5,"3,464.66","3,005.22",459.44,cash
07-Jun-2018,"3,619.64","4,145.04",-525.4,"4,110.87","2,912.98","1,197.89",cash
06-Jun-2018,"4,024.34","4,105.74",-81.4,"3,650.73","2,938.42",712.31,cash
05-Jun-2018,"4,739.58","4,897.09",-157.51,"3,221.39","2,747.06",474.33,cash
04-Jun-2018,"8,939.86","6,585.83","2,354.03","3,071.28","3,783.69",-712.41,cash
01-Jun-2018,"4,460.24","4,663.04",-202.8,"3,434.78","3,096.81",337.97,cash
31-May-2018,"23,055.80","23,071.11",-15.31,"7,178.57","7,444.59",-266.02,cash
30-May-2018,"5,273.96","6,560.87","-1,286.91","3,518.65","3,026.19",492.46,cash
29-May-2018,"3,672.67","4,080.00",-407.33,"3,559.45","2,981.07",578.38,cash
28-May-2018,"3,678.86","4,473.92",-795.06,"3,958.98","2,941.33","1,017.65",cash
25-May-2018,"4,614.27","5,382.56",-768.29,"3,512.46","2,624.70",887.76,cash
24-May-2018,"4,376.04","5,077.97",-701.93,"4,265.29","2,784.78","1,480.51",cash
23-May-2018,"4,503.36","4,814.47",-311.11,"4,248.94","3,459.16",789.78,cash
22-May-2018,"3,072.35","4,723.98","-1,651.63","4,351.03","2,854.20","1,496.83",cash
21-May-2018,"4,721.22","5,217.25",-496.03,"4,411.58","3,221.02","1,190.56",cash
18-May-2018,"5,602.98","5,769.13",-166.15,"3,992.82","3,843.24",149.58,cash
17-May-2018,"4,825.32","5,656.26",-830.94,"3,847.31","3,418.39",428.92,cash
16-May-2018,"4,914.44","5,613.66",-699.22,"3,395.74","3,166.68",229.06,cash
15-May-2018,"5,308.14","5,826.61",-518.47,"5,263.69","4,732.36",531.33,cash
14-May-2018,"4,734.72","4,016.73",717.99,"3,667.73","2,980.50",687.23,cash
11-May-2018,"3,911.49","4,236.93",-325.44,"4,486.98","3,323.63","1,163.35",cash
10-May-2018,"4,751.89","5,116.77",-364.88,"3,455.13","2,554.44",900.69,cash
09-May-2018,"4,044.41","4,748.44",-704.03,"3,544.17","2,879.25",664.92,cash
08-May-2018,"6,013.34","6,110.49",-97.15,"4,112.37","3,189.12",923.25,cash
07-May-2018,"3,841.79","4,477.03",-635.24,"3,352.64","2,315.41","1,037.23",cash
04-May-2018,"3,398.50","5,026.73","-1,628.23","3,258.17","2,174.08","1,084.09",cash
03-May-2018,"5,677.52","5,825.94",-148.42,"2,568.47","3,147.39",-578.92,cash
02-May-2018,"6,921.85","7,447.78",-525.93,"3,152.94","2,987.10",165.84,cash
30-Apr-2018,"3,792.24","4,177.71",-385.47,"2,180.04","1,918.06",261.98,cash
27-Apr-2018,"4,721.89","5,481.10",-759.21,"3,757.34","3,123.63",633.71,cash
26-Apr-2018,"7,339.31","8,395.65","-1,056.34","5,736.47","5,052.36",684.11,cash
25-Apr-2018,"4,675.32","4,980.11",-304.79,"3,445.94","3,009.96",435.98,cash
24-Apr-2018,"4,356.20","5,037.19",-680.99,"3,383.40","2,874.85",508.55,cash
23-Apr-2018,"4,093.36","4,352.44",-259.08,"3,299.30","2,912.04",387.26,cash
20-Apr-2018,"5,297.51","5,318.53",-21.02,"4,063.05","3,952.04",111.01,cash
19-Apr-2018,"4,838.37","5,463.36",-624.99,"3,371.41","2,922.80",448.61,cash
18-Apr-2018,"4,064.60","4,980.31",-915.71,"3,379.06","2,509.36",869.7,cash
17-Apr-2018,"4,559.84","5,511.23",-951.39,"3,232.34","2,508.53",723.81,cash
16-Apr-2018,"3,923.95","4,232.08",-308.13,"2,998.66","3,027.63",-28.97,cash
13-Apr-2018,"4,338.00","4,737.59",-399.59,"3,564.73","3,258.68",306.05,cash
12-Apr-2018,"4,713.70","4,344.80",368.9,"3,262.60","3,878.41",-615.81,cash
11-Apr-2018,"4,832.10","4,469.80",362.3,"3,249.40","3,137.58",111.82,cash
10-Apr-2018,"4,186.05","4,871.04",-684.99,"3,633.18","2,979.53",653.65,cash
09-Apr-2018,"4,447.12","5,748.05","-1,300.93","3,523.36","3,164.01",359.35,cash
06-Apr-2018,"3,926.61","4,451.46",-524.85,"3,773.95","2,468.50","1,305.45",cash
05-Apr-2018,"4,460.59","4,568.61",-108.02,"4,560.79","3,945.51",615.28,cash
03-Apr-2018,"5,463.44","5,839.95",-376.51,"3,329.77","2,850.59",479.18,cash
02-Apr-2018,"4,031.89","4,721.64",-689.75,"2,960.72","2,547.56",413.16,cash
28-Mar-2018,"10,134.19","11,324.74","-1,190.55","9,501.71","7,541.04","1,960.67",cash
27-Mar-2018,"6,108.80","5,045.68","1,063.12","5,501.54","3,328.63","2,172.91",cash
26-Mar-2018,"4,134.47","4,875.66",-741.19,"6,444.07","4,426.12","2,017.95",cash
23-Mar-2018,"7,245.51","5,617.32","1,628.19","4,202.80","5,138.21",-935.41,cash
22-Mar-2018,"5,224.75","5,063.64",161.11,"3,692.36","3,282.47",409.89,cash
21-Mar-2018,"5,514.90","5,416.46",98.44,"3,692.23","3,494.45",197.78,cash
20-Mar-2018,"4,976.33","4,632.17",344.16,"3,573.71","2,842.54",731.17,cash
19-Mar-2018,"4,288.03","3,995.80",292.23,"3,966.58","4,158.10",-191.52,cash
16-Mar-2018,"14,024.67","14,175.13",-150.46,"4,485.70","5,256.23",-770.53,cash
15-Mar-2018,"4,247.51","4,952.91",-705.4,"3,113.11","2,856.66",256.45,cash
14-Mar-2018,"4,093.56","4,352.54",-258.98,"2,673.68","3,105.71",-432.03,cash
13-Mar-2018,"11,366.34","4,337.92","7,028.42","5,281.93","3,668.54","1,613.39",cash
12-Mar-2018,"5,309.09","4,934.44",374.65,"2,917.61","3,382.20",-464.59,cash
09-Mar-2018,"4,514.20","3,963.84",550.36,"2,865.87","2,930.87",-65,cash
08-Mar-2018,"5,253.66","5,618.46",-364.8,"3,950.62","3,275.36",675.26,cash
07-Mar-2018,"4,879.62","5,599.40",-719.78,"3,950.27","3,540.93",409.34,cash
06-Mar-2018,"5,931.75","5,311.67",620.08,"3,006.68","3,741.01",-734.33,cash
05-Mar-2018,"6,115.00","6,481.60",-366.6,"3,159.68","3,313.88",-154.2,cash
01-Mar-2018,"5,514.41","5,272.56",241.85,"3,323.03","3,326.32",-3.29,cash
28-Feb-2018,"8,739.25","10,489.77","-1,750.52","4,791.02","3,194.13","1,596.89",cash
27-Feb-2018,"4,383.74","5,290.60",-906.86,"3,609.18","2,562.51","1,046.67",cash
26-Feb-2018,"4,274.02","5,393.53","-1,119.51","3,899.26","2,489.81","1,409.45",cash
23-Feb-2018,"5,344.49","5,830.81",-486.32,"4,240.79","2,726.76","1,514.03",cash
22-Feb-2018,"7,595.33","9,930.67","-2,335.34","6,510.35","5,450.93","1,059.42",cash
21-Feb-2018,"5,860.21","7,074.39","-1,214.18","4,218.31","2,842.83","1,375.48",cash
20-Feb-2018,"3,052.98","3,903.33",-850.35,"4,124.06","2,686.82","1,437.24",cash
19-Feb-2018,"3,368.46","4,264.25",-895.79,"3,120.87","2,534.35",586.52,cash
16-Feb-2018,"3,104.56","4,170.55","-1,065.99","3,926.11","2,798.33","1,127.78",cash
15-Feb-2018,"4,272.00","4,512.29",-240.29,"3,024.47","2,974.55",49.92,cash
14-Feb-2018,"6,413.02","7,141.73",-728.71,"3,545.62","3,698.01",-152.39,cash
12-Feb-2018,"4,344.74","5,158.85",-814.11,"3,941.56","2,598.86","1,342.70",cash
09-Feb-2018,"3,563.44","4,915.14","-1,351.70","3,151.85","2,563.43",588.42,cash
08-Feb-2018,"4,395.66","6,692.75","-2,297.09","5,670.62","3,297.03","2,373.59",cash
07-Feb-2018,"5,874.54","6,897.04","-1,022.50","4,011.31","3,550.12",461.19,cash
06-Feb-2018,"5,873.56","8,199.66","-2,326.10","5,594.31","3,894.57","1,699.74",cash
05-Feb-2018,"5,805.68","7,069.25","-1,263.57","4,889.79","3,726.15","1,163.64",cash
02-Feb-2018,"7,957.38","7,007.38",950,"4,945.30","5,454.08",-508.78,cash
01-Feb-2018,"7,658.46","6,558.68","1,099.78","5,001.78","5,360.28",-358.5,cash
31-Jan-2018,"7,030.47","7,167.10",-136.63,"5,822.73","4,528.07","1,294.66",cash
30-Jan-2018,"6,182.63","6,288.19",-105.56,"4,636.10","4,917.75",-281.65,cash
29-Jan-2018,"8,487.54","8,195.68",291.86,"4,620.09","4,530.01",90.08,cash
25-Jan-2018,"9,091.88","8,154.57",937.31,"6,756.82","7,722.49",-965.67,cash
24-Jan-2018,"7,723.45","6,947.03",776.42,"5,435.95","5,629.82",-193.87,cash
23-Jan-2018,"8,312.42","7,083.07","1,229.35","6,324.24","6,155.21",169.03,cash
22-Jan-2018,"7,002.31","5,434.80","1,567.51","3,583.17","4,045.04",-461.87,cash
19-Jan-2018,"6,104.97","5,116.72",988.25,"3,716.09","3,506.23",209.86,cash
18-Jan-2018,"9,014.99","7,120.00","1,894.99","4,396.02","5,053.48",-657.46,cash
17-Jan-2018,"7,883.29","7,258.16",625.13,"4,688.22","4,519.61",168.61,cash
16-Jan-2018,"8,203.03","7,509.86",693.17,"4,002.63","4,249.01",-246.38,cash
15-Jan-2018,"5,146.96","5,114.04",32.92,"3,864.42","4,037.70",-173.28,cash
12-Jan-2018,"5,857.14","6,015.30",-158.16,"3,264.47","2,568.22",696.25,cash
11-Jan-2018,"4,977.52","5,601.15",-623.63,"3,635.60","2,865.58",770.02,cash
10-Jan-2018,"3,796.92","4,369.18",-572.26,"3,943.39","3,343.15",600.24,cash
09-Jan-2018,"4,872.45","5,176.39",-303.94,"4,017.72","3,494.82",522.9,cash
08-Jan-2018,"5,636.67","4,943.84",692.83,"3,709.76","3,916.06",-206.3,cash
05-Jan-2018,"5,811.90","5,230.47",581.43,"3,984.73","3,741.60",243.13,cash
04-Jan-2018,"4,624.10","4,412.05",212.05,"3,816.57","3,491.33",325.24,cash
03-Jan-2018,"4,529.24","4,432.93",96.31,"3,081.06","3,350.26",-269.2,cash
02-Jan-2018,"3,162.36","2,639.62",522.74,"3,230.34","3,165.64",64.7,cash
01-Jan-2018,769.77,443.86,325.91,"2,499.42","3,799.73","-1,300.31",cash
